,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
40574,0.31,0.976,0.795,0.1,0.087,0.27,0.811,0.017,0.943,0.374
22337,0.471,0.648,0.208,0.165,0.283,0.236,0.11,0.131,0.157,0.996
287,0.911,0.122,0.084,0.462,0.761,0.79,0.989,0.838,0.931,0.047
26206,0.456,0.89,0.568,0.606,0.796,0.073,0.698,0.474,0.479,0.424
35230,0.027,0.756,0.925,0.914,0.173,0.094,0.029,0.232,0.1,0.947
10068,0.069,0.5850000000000001,0.151,0.613,0.512,0.452,0.657,0.693,0.133,0.444
10680,0.144,0.301,0.839,0.768,0.041,0.149,0.977,0.171,0.864,0.77
12450,0.132,0.5558,0.893,0.335,0.714,0.748,0.93,0.141,0.694,0.103
1170,0.335,0.6266,0.089,0.793,0.333,0.573,0.449,0.751,0.941,0.744
4675,0.666,0.487,0.709,0.286,0.333,0.885,0.891,0.622,0.992,0.227
10374,0.107,0.6364,0.627,0.828,0.397,0.554,0.16,0.995,0.348,0.24
31308,0.826,0.5474,0.266,0.152,0.525,0.874,0.533,0.644,0.969,0.301
30497,0.365,0.7358,0.016,0.501,0.627,0.046,0.422,0.39,0.876,0.338
26553,0.74,0.36319999999999997,0.664,0.443,0.613,0.521,0.842,0.96,0.684,0.857
33045,0.906,0.3118,0.576,0.921,0.364,0.116,0.59,0.206,0.913,0.189
36712,0.214,0.4760000000000001,0.424,0.413,0.315,0.246,0.486,0.754,0.558,0.608
23165,0.485,0.6466000000000001,0.781,0.173,0.452,0.934,0.692,0.777,0.688,0.023
25491,0.837,0.45199999999999996,0.586,0.502,0.506,0.666,0.899,0.563,0.538,0.548
28164,0.197,0.341,0.028,0.015,0.116,0.053,0.491,0.705,0.339,0.24
36979,0.482,0.47519999999999996,0.81,0.418,0.663,0.104,0.22,0.839,0.943,0.956
3121,0.853,0.45359999999999995,0.83,0.254,0.271,0.632,0.854,0.092,0.259,0.456
17695,0.146,0.27799999999999997,0.934,0.495,0.425,0.834,0.993,0.595,0.111,0.976
22766,0.055,0.081,0.772,0.08,0.034,0.875,0.088,0.378,0.472,0.258
31301,0.669,0.7093999999999999,0.498,0.99,0.4,0.428,0.035,0.232,0.022,0.679
13861,0.69,0.2508,0.242,0.678,0.557,0.276,0.136,0.751,0.771,0.67
38438,0.355,0.729,0.555,0.038,0.098,0.133,0.771,0.155,0.382,0.797
31730,0.867,0.429,0.732,0.787,0.823,0.773,0.617,0.343,0.58,0.312
931,0.305,0.6632,0.477,0.62,0.604,0.118,0.87,0.451,0.533,0.298
30062,0.948,0.643,0.04,0.152,0.226,0.453,0.237,0.26,0.313,0.719
691,0.765,0.072,0.686,0.309,0.762,0.323,0.892,0.268,0.374,0.117
35349,0.879,0.825,0.882,0.57,0.82,0.677,0.319,0.319,0.355,0.107
6364,0.101,0.49219999999999997,0.505,0.419,0.223,0.805,0.177,0.899,0.538,0.558
18293,0.498,0.564,0.123,0.614,0.116,0.093,0.819,0.73,0.015,0.652
20950,0.632,0.029,0.818,0.91,0.951,0.987,0.696,0.489,0.974,0.402
40211,0.214,0.197,0.358,0.747,0.75,0.933,0.464,0.92,0.75,0.558
16428,0.603,0.424,0.587,0.784,0.202,0.235,0.11,0.964,0.716,0.8
20323,0.491,0.5671999999999999,0.68,0.911,0.375,0.352,0.943,0.617,0.797,0.28
4319,0.713,0.265,0.127,0.003,0.275,0.024,0.603,0.079,0.044,0.149
35733,0.782,0.372,0.85,0.43,0.12,0.016,0.571,0.311,0.682,0.211
3969,0.007,0.083,0.61,0.198,0.882,0.221,0.535,0.468,0.294,0.959
25763,0.609,0.3516,0.067,0.655,0.562,0.977,0.023,0.61,0.286,0.129
4926,0.474,0.5766,0.148,0.47,0.523,0.928,0.647,0.38,0.832,0.134
4933,0.388,0.915,0.285,0.32,0.728,0.854,0.512,0.866,0.985,0.798
14616,0.034,0.453,0.571,0.098,0.739,0.911,0.321,0.056,0.808,0.364
13971,0.37,0.39039999999999997,0.241,0.999,0.319,0.025,0.123,0.621,0.954,0.035
39309,0.59,0.358,0.714,0.819,0.761,0.795,0.835,0.762,0.417,0.209
23862,0.815,0.5144,0.885,0.89,0.704,0.765,0.293,0.795,0.517,0.561
22692,0.005,0.635,0.775,0.972,0.907,0.071,0.715,0.478,0.707,0.466
3092,0.192,0.68,0.361,0.591,0.852,0.79,0.597,0.82,0.948,0.436
21097,0.065,0.48860000000000003,0.342,0.268,0.629,0.51,0.351,0.613,0.286,0.615
12748,0.604,0.534,0.711,0.754,0.267,0.677,0.709,0.399,0.522,0.26
24338,0.095,0.629,0.493,0.369,0.66,0.489,0.952,0.425,0.868,0.224
36038,0.986,0.431,0.452,0.963,0.084,0.458,0.276,0.749,0.152,0.512
15790,0.647,0.297,0.46,0.45,0.75,0.131,0.598,0.581,0.818,0.851
3982,0.472,0.735,0.521,0.215,0.582,0.02,0.005,0.847,0.047,0.458
20674,0.855,0.703,0.388,0.379,0.039,0.938,0.188,0.106,0.427,0.642
23324,0.038,0.507,0.878,0.929,0.965,0.733,0.442,0.327,0.032,0.365
34172,0.449,0.964,0.312,0.856,0.754,0.234,0.461,0.629,0.084,0.498
1094,0.303,0.5248,0.763,0.664,0.671,0.245,0.604,0.199,0.89,0.76
22927,0.919,0.651,0.509,0.47,0.022,0.989,0.345,0.059,0.236,0.078
28310,0.914,0.4766,0.044,0.265,0.28,0.225,0.228,0.887,0.918,0.25
15972,0.805,0.48419999999999996,0.983,0.087,0.525,0.79,0.451,0.68,0.908,0.439
28747,0.804,0.107,0.317,0.945,0.88,0.16,0.22,0.77,0.132,0.519
31918,0.753,0.44279999999999997,0.236,0.147,0.655,0.153,0.131,0.233,0.438,0.328
26460,0.709,0.6140000000000001,0.615,0.21,0.369,0.551,0.48,0.56,0.91,0.084
38785,0.984,0.3976,0.524,0.825,0.601,0.009,0.763,0.305,0.249,0.665
2843,0.168,0.508,0.288,0.447,0.703,0.021,0.969,0.909,0.131,0.066
25095,0.429,0.30219999999999997,0.452,0.694,0.555,0.215,0.568,0.926,0.083,0.118
18211,0.838,0.318,0.778,0.84,0.176,0.51,0.721,0.383,0.077,0.611
20855,0.175,0.754,0.437,0.549,0.995,0.5,0.473,0.264,0.463,0.957
36569,0.803,0.6228,0.412,0.909,0.588,0.424,0.609,0.354,0.838,0.606
16,0.233,0.62,0.012,0.094,0.898,0.909,0.199,0.773,0.463,0.035
28202,0.88,0.026,0.892,0.715,0.196,0.461,0.976,0.847,0.381,0.248
16524,0.253,0.6414,0.036,0.551,0.466,0.965,0.585,0.322,0.997,0.116
18443,0.301,0.947,0.805,0.731,0.775,0.671,0.569,0.702,0.41,0.636
23527,0.144,0.42560000000000003,0.439,0.616,0.222,0.566,0.7,0.478,0.887,0.281
21054,0.584,0.5806,0.122,0.62,0.541,0.679,0.885,0.217,0.725,0.679
12205,0.157,0.6648,0.179,0.848,0.417,0.567,0.515,0.854,0.551,0.818
31422,0.686,0.348,0.419,0.554,0.183,0.289,0.321,0.113,0.761,0.231
32006,0.998,0.45500000000000007,0.808,0.8,0.295,0.388,0.281,0.077,0.67,0.701
14407,0.788,0.4728,0.621,0.5,0.437,0.985,0.273,0.43,0.882,0.555
32766,0.018,0.769,0.115,0.783,0.04,0.908,0.399,0.773,0.531,0.32
4686,0.383,0.368,0.835,0.868,0.567,0.034,0.211,0.673,0.469,0.151
4922,0.259,0.223,0.9,0.253,0.187,0.941,0.843,0.666,0.372,0.719
5877,0.73,0.4991999999999999,0.703,0.722,0.267,0.614,0.454,0.512,0.327,0.525
30595,0.392,0.035,0.957,0.872,0.812,0.415,0.982,0.216,0.676,0.566
32443,0.62,0.776,0.572,0.666,0.612,0.22,0.771,0.828,0.029,0.876
16459,0.112,0.378,0.02,0.022,0.067,0.646,0.775,0.94,0.988,0.059
35113,0.44,0.054,0.139,0.693,0.871,0.63,0.322,0.038,0.753,0.477
22831,0.33,0.40380000000000005,0.917,0.067,0.222,0.44,0.948,0.437,0.085,0.801
25006,0.264,0.392,0.795,0.905,0.496,0.847,0.512,0.017,0.533,0.021
4586,0.655,0.934,0.728,0.636,0.772,0.693,0.32,0.776,0.722,0.349
13675,0.231,0.40939999999999993,0.448,0.718,0.386,0.672,0.909,0.912,0.355,0.992
36471,0.891,0.359,0.712,0.632,0.916,0.203,0.064,0.096,0.741,0.977
8378,0.19,0.802,0.322,0.544,0.945,0.954,0.807,0.448,0.482,0.434
24816,0.329,0.83,0.596,0.965,0.082,0.093,0.322,0.923,0.581,0.718
25359,0.755,0.656,0.564,0.72,0.241,0.445,0.252,0.33,0.813,0.663
25553,0.775,0.546,0.444,0.606,0.814,0.997,0.318,0.453,0.78,0.891
5695,0.008,0.599,0.463,0.434,0.914,0.258,0.898,0.503,0.217,0.321
2941,0.693,0.619,0.717,0.549,0.582,0.321,0.786,0.074,0.209,0.636
36771,0.277,0.45499999999999996,0.308,0.06,0.604,0.152,0.36,0.225,0.857,0.044
31222,0.399,0.7465999999999999,0.93,0.972,0.518,0.39,0.688,0.241,0.212,0.835
36725,0.76,0.7314,0.561,0.937,0.333,0.617,0.915,0.872,0.891,0.845
21164,0.677,0.895,0.935,0.733,0.725,0.844,0.25,0.084,0.304,0.961
38656,0.934,0.223,0.319,0.754,0.859,0.632,0.551,0.095,0.604,0.886
10338,0.394,0.20400000000000001,0.091,0.178,0.337,0.709,0.342,0.023,0.506,0.491
26671,0.282,0.4468,0.784,0.341,0.35,0.607,0.602,0.101,0.458,0.727
8307,0.477,0.736,0.697,0.724,0.936,0.058,0.487,0.204,0.224,0.883
11618,0.01,0.95,0.124,0.714,0.753,0.406,0.346,0.196,0.845,0.212
25933,0.713,0.297,0.23,0.473,0.858,0.008,0.038,0.051,0.187,0.803
33816,0.559,0.236,0.236,0.357,0.839,0.911,0.698,0.303,0.555,0.954
37321,0.046,0.40980000000000005,0.106,0.118,0.445,0.695,0.039,0.089,0.81,0.171
6782,0.656,0.5359999999999999,0.167,0.814,0.412,0.473,0.527,0.927,0.847,0.947
36846,0.879,0.376,0.603,0.968,0.759,0.06,0.822,0.461,0.501,0.179
38686,0.249,0.6748000000000001,0.184,0.023,0.587,0.241,0.893,0.14,0.884,0.759
38800,0.305,0.46820000000000006,0.512,0.71,0.371,0.459,0.178,0.305,0.116,0.886
19945,0.537,0.885,0.373,0.452,0.938,0.261,0.442,0.46,0.139,0.039
36825,0.778,0.495,0.794,0.042,0.643,0.299,0.513,0.844,0.238,0.24
1609,0.395,0.5056,0.535,0.748,0.438,0.038,0.77,0.939,0.131,0.674
19480,0.759,0.562,0.598,0.288,0.161,0.337,0.32,0.603,0.87,0.249
29166,0.37,0.6335999999999999,0.592,0.597,0.527,0.742,0.683,0.515,0.89,0.345
35183,0.181,0.921,0.927,0.721,0.753,0.462,0.457,0.933,0.563,0.145
23799,0.284,0.48,0.523,0.787,0.024,0.995,0.329,0.514,0.518,0.09
31980,0.051,0.796,0.086,0.974,0.042,0.035,0.467,0.437,0.24,0.304
34785,0.785,0.426,0.039,0.758,0.427,0.829,0.751,0.515,0.395,0.418
35739,0.901,0.021,0.037,0.608,0.919,0.601,0.812,0.441,0.927,0.254
12317,0.797,0.4114,0.772,0.298,0.644,0.354,0.924,0.999,0.964,0.576
35699,0.777,0.581,0.284,0.271,0.855,0.07,0.543,0.152,0.195,0.426
38992,0.984,0.922,0.919,0.116,0.935,0.451,0.039,0.499,0.671,0.253
19630,0.471,0.2794,0.124,0.994,0.561,0.592,0.681,0.837,0.211,0.396
16508,0.997,0.42940000000000006,0.506,0.073,0.414,0.485,0.495,0.894,0.034,0.294
13001,0.497,0.983,0.095,0.704,0.898,0.673,0.219,0.47,0.399,0.681
1814,0.916,0.5288,0.725,0.521,0.222,0.902,0.112,0.575,0.003,0.985
25416,0.048,0.619,0.341,0.999,0.003,0.046,0.397,0.897,0.307,0.305
31976,0.062,0.3168,0.901,0.187,0.386,0.429,0.842,0.845,0.551,0.373
14586,0.686,0.5025999999999999,0.528,0.566,0.348,0.96,0.911,0.639,0.888,0.42
25174,0.198,0.5456,0.58,0.263,0.66,0.563,0.442,0.237,0.744,0.835
2123,0.065,0.17,0.088,0.729,0.209,0.146,0.581,0.6,0.828,0.615
13704,0.384,0.6083999999999999,0.826,0.019,0.36,0.576,0.594,0.315,0.01,0.312
31721,0.137,0.7026,0.798,0.875,0.425,0.791,0.357,0.161,0.363,0.147
38417,0.904,0.405,0.221,0.873,0.19,0.36,0.744,0.445,0.205,0.485
40450,0.51,0.6346,0.372,0.678,0.371,0.423,0.599,0.346,0.04,0.214
14191,0.296,0.812,0.626,0.47,0.047,0.654,0.644,0.139,0.776,0.888
18581,0.16,0.867,0.695,0.93,0.198,0.833,0.897,0.947,0.81,0.373
20435,0.656,0.5998,0.374,0.079,0.442,0.517,0.657,0.472,0.95,0.742
17600,0.516,0.4271999999999999,0.059,0.525,0.414,0.428,0.72,0.565,0.232,0.239
27938,0.134,0.871,0.872,0.526,0.093,0.729,0.45,0.416,0.512,0.355
32247,0.329,0.651,0.135,0.641,0.326,0.296,0.312,0.664,0.708,0.458
33576,0.442,0.48,0.348,0.911,0.898,0.088,0.862,0.991,0.645,0.308
21438,0.436,0.831,0.502,0.412,0.864,0.149,0.002,0.596,0.313,0.948
36149,0.85,0.31,0.85,0.357,0.791,0.599,0.995,0.572,0.397,0.9
30096,0.547,0.394,0.76,0.505,0.781,0.737,0.532,0.071,0.454,0.189
4906,0.947,0.326,0.511,0.383,0.875,0.636,0.321,0.011,0.634,0.984
3722,0.637,0.30379999999999996,0.173,0.217,0.571,0.195,0.317,0.52,0.861,0.537
12734,0.754,0.6282,0.044,0.488,0.388,0.975,0.253,0.786,0.594,0.22
38264,0.974,0.5314,0.306,0.499,0.524,0.635,0.569,0.195,0.909,0.576
2671,0.656,0.11,0.285,0.489,0.964,0.46,0.973,0.738,0.277,0.326
9417,0.702,0.721,0.731,0.405,0.76,0.187,0.292,0.605,0.287,0.06
4552,0.663,0.803,0.473,0.087,0.078,0.045,0.345,0.986,0.767,0.57
6009,0.989,0.8008,0.779,0.164,0.337,0.075,0.679,0.912,0.845,0.731
28430,0.863,0.5995999999999999,0.068,0.556,0.392,0.404,0.438,0.882,0.81,0.442
19601,0.201,0.739,0.362,0.847,0.2,0.47,0.813,0.914,0.876,0.655
18437,0.571,0.5356,0.939,0.217,0.373,0.201,0.16,0.771,0.691,0.892
27542,0.07,0.6397999999999999,0.721,0.328,0.313,0.263,0.673,0.571,0.296,0.032
3164,0.191,0.22080000000000002,0.76,0.024,0.661,0.501,0.573,0.621,0.327,0.908
32764,0.02,0.929,0.692,0.637,0.922,0.659,0.003,0.567,0.734,0.398
1657,0.278,0.5684,0.677,0.957,0.335,0.455,0.607,0.399,0.676,0.041
39942,0.543,0.5105999999999999,0.994,0.43,0.619,0.274,0.86,0.648,0.397,0.2
19094,0.792,0.378,0.859,0.967,0.096,0.1,0.563,0.845,0.06,0.166
23099,0.593,0.255,0.545,0.249,0.982,0.032,0.74,0.989,0.187,0.449
16806,0.088,0.282,0.201,0.176,0.11,0.655,0.418,0.606,0.889,0.802
27356,0.62,0.7438,0.415,0.872,0.457,0.71,0.248,0.016,0.602,0.09
16244,0.629,0.701,0.927,0.985,0.657,0.533,0.903,0.052,0.347,0.958
31601,0.223,0.5152,0.353,0.012,0.466,0.556,0.353,0.677,0.886,0.97
27877,0.943,0.249,0.301,0.748,0.208,0.068,0.443,0.287,0.177,0.503
9673,0.564,0.3936,0.377,0.561,0.488,0.047,0.288,0.396,0.642,0.525
19229,0.854,0.3254,0.454,0.274,0.438,0.291,0.791,0.308,0.782,0.288
33769,0.082,0.168,0.165,0.741,0.988,0.485,0.807,0.797,0.248,0.438
35186,0.355,0.229,0.711,0.795,0.63,0.839,0.05,0.1,0.532,0.024
9772,0.452,0.4168,0.899,0.506,0.383,0.463,0.715,0.392,0.566,0.639
3558,0.332,0.5604,0.572,0.758,0.348,0.135,0.349,0.691,0.985,0.792
36490,0.644,0.30219999999999997,0.459,0.723,0.45,0.561,0.548,0.723,0.064,0.844
3854,0.363,0.42119999999999996,0.075,0.211,0.636,0.166,0.625,0.446,0.791,0.565
4887,0.68,0.776,0.286,0.288,0.857,0.087,0.594,0.962,0.916,0.562
28807,0.686,0.906,0.33,0.28,0.873,0.255,0.918,0.062,0.304,0.399
38994,0.002,0.8092,0.653,0.381,0.612,0.698,0.007,0.128,0.686,0.087
5313,0.652,0.586,0.538,0.11,0.538,0.822,0.334,0.647,0.247,0.257
25883,0.495,0.5304,0.626,0.738,0.433,0.221,0.978,0.43,0.487,0.852
13699,0.303,0.21280000000000002,0.974,0.872,0.711,0.566,0.562,0.522,0.176,0.202
30607,0.599,0.442,0.332,0.246,0.018,0.807,0.048,0.004,0.221,0.628
4827,0.738,0.368,0.373,0.532,0.533,0.348,0.849,0.209,0.186,0.548
33575,0.503,0.4934,0.098,0.583,0.475,0.825,0.997,0.064,0.149,0.607
3907,0.809,0.524,0.569,0.718,0.024,0.581,0.116,0.729,0.036,0.312
29134,0.116,0.643,0.587,0.394,0.012,0.663,0.768,0.462,0.814,0.396
34724,0.711,0.21759999999999996,0.936,0.02,0.462,0.294,0.433,0.148,0.226,0.976
10637,0.78,0.565,0.513,0.36,0.059,0.385,0.775,0.757,0.328,0.041
9343,0.953,0.364,0.536,0.123,0.122,0.304,0.691,0.626,0.117,0.759
35170,0.551,0.4224,0.853,0.862,0.624,0.626,0.839,0.543,0.677,0.846
22908,0.589,0.37860000000000005,0.593,0.241,0.564,0.644,0.984,0.395,0.081,0.557
18279,0.162,0.23,0.889,0.371,0.057,0.705,0.216,0.599,0.777,0.371
10283,0.852,0.238,0.304,0.595,0.741,0.446,0.001,0.096,0.757,0.742
9890,0.156,0.43520000000000003,0.797,0.253,0.353,0.745,0.112,0.949,0.747,0.878
38987,0.582,0.5568,0.15,0.202,0.335,0.362,0.272,0.871,0.326,0.176
18323,0.878,0.5342,0.554,0.39,0.625,0.78,0.052,0.181,0.5,0.683
26514,0.739,0.812,0.593,0.557,0.937,0.909,0.925,0.389,0.688,0.232
38576,0.612,0.4546,0.391,0.824,0.357,0.688,0.73,0.327,0.189,0.695
38852,0.095,0.352,0.664,0.259,0.241,0.619,0.192,0.352,0.186,0.946
17387,0.483,0.897,0.066,0.413,0.734,0.658,0.336,0.804,0.803,0.034
15086,0.996,0.583,0.338,0.965,0.857,0.434,0.931,0.495,0.736,0.059
24042,0.732,0.959,0.005,0.271,0.097,0.322,0.92,0.522,0.793,0.367
37700,0.874,0.023,0.238,0.788,0.947,0.748,0.507,0.197,0.027,0.382
7566,0.792,0.137,0.663,0.648,0.776,0.193,0.383,0.066,0.825,0.141
29227,0.208,0.007,0.193,0.876,0.884,0.878,0.667,0.518,0.64,0.071
14719,0.977,0.4812,0.321,0.894,0.429,0.131,0.767,0.448,0.277,0.773
39995,0.059,0.95,0.645,0.268,0.127,0.49,0.162,0.471,0.839,0.139
5368,0.515,0.3578,0.69,0.471,0.669,0.693,0.261,0.71,0.186,0.292
9603,0.483,0.521,0.801,0.139,0.543,0.674,0.361,0.2,0.265,0.294
22673,0.311,0.5805999999999999,0.169,0.769,0.486,0.653,0.34,0.431,0.819,0.986
29425,0.184,0.2646,0.485,0.711,0.243,0.896,0.496,0.422,0.024,0.959
30143,0.739,0.5468,0.631,0.644,0.322,0.602,0.622,0.817,0.546,0.812
2618,0.655,0.46420000000000006,0.302,0.654,0.721,0.468,0.854,0.543,0.299,0.064
4485,0.516,0.073,0.292,0.662,0.821,0.106,0.107,0.242,0.813,0.126
11795,0.87,0.6648000000000001,0.792,0.647,0.494,0.52,0.321,0.204,0.979,0.983
17369,0.45,0.087,0.105,0.5,0.055,0.445,0.16,0.857,0.347,0.951
24366,0.738,0.5274,0.35,0.761,0.339,0.294,0.354,0.489,0.691,0.937
22553,0.884,0.632,0.998,0.167,0.875,0.257,0.381,0.59,0.039,0.195
7384,0.029,0.917,0.637,0.503,0.871,0.707,0.85,0.055,0.872,0.099
37207,0.822,0.74,0.654,0.48,0.804,0.501,0.525,0.763,0.818,0.919
13269,0.732,0.536,0.39,0.668,0.116,0.238,0.372,0.025,0.314,0.059
28677,0.578,0.3952,0.364,0.837,0.524,0.07,0.937,0.474,0.033,0.452
9275,0.133,0.506,0.248,0.868,0.872,0.319,0.393,0.7,0.484,0.478
33783,0.095,0.3202,0.739,0.776,0.458,0.449,0.706,0.414,0.54,0.654
9460,0.479,0.5329999999999999,0.083,0.183,0.623,0.541,0.635,0.085,0.996,0.492
2462,0.75,0.996,0.817,0.778,0.138,0.53,0.485,0.081,0.185,0.541
9968,0.699,0.571,0.796,0.914,0.276,0.861,0.287,0.556,0.629,0.434
6509,0.54,0.6994,0.375,0.483,0.517,0.025,0.161,0.577,0.781,0.881
39857,0.64,0.356,0.149,0.726,0.099,0.191,0.989,0.131,0.335,0.726
589,0.185,0.6186,0.694,0.319,0.399,0.406,0.015,0.686,0.922,0.396
13136,0.983,0.051,0.972,0.334,0.059,0.269,0.503,0.788,0.815,0.192
8848,0.526,0.3308,0.491,0.901,0.352,0.484,0.409,0.995,0.512,0.091
20142,0.307,0.741,0.104,0.595,0.874,0.343,0.818,0.391,0.308,0.484
18412,0.925,0.47619999999999996,0.856,0.26,0.552,0.447,0.517,0.375,0.802,0.563
9424,0.46,0.383,0.033,0.619,0.01,0.364,0.203,0.555,0.171,0.178
5454,0.27,0.6564,0.26,0.252,0.58,0.103,0.238,0.901,0.304,0.684
36709,0.644,0.5954,0.966,0.134,0.347,0.522,0.458,0.394,0.634,0.862
34217,0.06,0.6098,0.259,0.105,0.696,0.696,0.366,0.835,0.882,0.217
6837,0.654,0.301,0.694,0.04,0.772,0.78,0.87,0.575,0.661,0.88
29432,0.844,0.564,0.093,0.148,0.889,0.128,0.342,0.73,0.108,0.07
20288,0.979,0.27,0.422,0.938,0.161,0.314,0.064,0.816,0.172,0.946
18816,0.124,0.5267999999999999,0.086,0.808,0.714,0.171,0.87,0.964,0.625,0.281
37657,0.811,0.054,0.214,0.099,0.058,0.987,0.668,0.737,0.573,0.406
39550,0.429,0.5414000000000001,0.769,0.922,0.503,0.182,0.182,0.528,0.707,0.524
21031,0.961,0.966,0.192,0.203,0.93,0.569,0.476,0.64,0.248,0.036
1587,0.77,0.5516,0.421,0.609,0.595,0.75,0.066,0.113,0.01,0.648
36879,0.451,0.731,0.511,0.394,0.006,0.653,0.803,0.023,0.426,0.289
18103,0.41,0.4904,0.286,0.306,0.508,0.641,0.932,0.876,0.082,0.342
22484,0.612,0.5208,0.151,0.036,0.377,0.489,0.14,0.718,0.768,0.403
31417,0.47,0.796,0.38,0.296,0.767,0.54,0.769,0.748,0.644,0.096
29277,0.487,0.5186,0.804,0.968,0.483,0.934,0.933,0.1,0.279,0.601
3961,0.147,0.42860000000000004,0.136,0.788,0.37,0.494,0.275,0.483,0.567,0.134
30140,0.226,0.174,0.643,0.747,0.878,0.841,0.258,0.765,0.094,0.527
29631,0.34,0.5844,0.388,0.774,0.692,0.112,0.864,0.062,0.013,0.616
6078,0.427,0.653,0.03,0.896,0.178,0.222,0.241,0.447,0.361,0.202
30663,0.297,0.5,0.529,0.473,0.281,0.955,0.174,0.085,0.771,0.819
10956,0.368,0.115,0.742,0.098,0.724,0.234,0.402,0.666,0.29,0.384
39750,0.746,0.144,0.78,0.907,0.861,0.462,0.155,0.502,0.623,0.767
4006,0.225,0.3934,0.271,0.328,0.327,0.463,0.487,0.803,0.383,0.182
18395,0.321,0.5963999999999999,0.709,0.641,0.323,0.856,0.649,0.045,0.716,0.572
5898,0.065,0.28159999999999996,0.546,0.125,0.218,0.582,0.939,0.149,0.747,0.353
2866,0.326,0.4848,0.909,0.467,0.446,0.472,0.777,0.455,0.612,0.698
14011,0.281,0.212,0.338,0.7,0.067,0.364,0.894,0.158,0.468,0.789
38002,0.755,0.157,0.829,0.154,0.886,0.839,0.637,0.834,0.09,0.728
30209,0.41,0.292,0.806,0.535,0.045,0.366,0.889,0.143,0.103,0.069
30266,0.44,0.715,0.303,0.504,0.834,0.7,0.925,0.346,0.94,0.779
16968,0.507,0.3598,0.589,0.563,0.66,0.177,0.963,0.323,0.745,0.112
11460,0.128,0.6888,0.554,0.448,0.578,0.384,0.46,0.119,0.223,0.811
20316,0.234,0.30840000000000006,0.847,0.859,0.642,0.714,0.168,0.839,0.971,0.855
34028,0.917,0.5196,0.94,0.459,0.235,0.421,0.763,0.03,0.172,0.232
20922,0.658,0.6606,0.1,0.463,0.448,0.543,0.434,0.976,0.101,0.684
33078,0.309,0.4692,0.776,0.834,0.505,0.176,0.386,0.719,0.613,0.07
34484,0.521,0.079,0.125,0.096,0.83,0.582,0.621,0.953,0.827,0.116
34820,0.701,0.4154,0.489,0.247,0.299,0.609,0.701,0.015,0.804,0.916
20671,0.287,0.481,0.199,0.291,0.919,0.459,0.675,0.462,0.208,0.12
4668,0.577,0.5538000000000001,0.114,0.847,0.371,0.021,0.347,0.61,0.006,0.73
4298,0.146,0.406,0.463,0.435,0.077,0.101,0.581,0.032,0.867,0.279
3783,0.207,0.601,0.508,0.922,0.864,0.38,0.817,0.599,0.6,0.471
33776,0.314,0.4862,0.493,0.519,0.718,0.629,0.722,0.285,0.712,0.613
7347,0.008,0.5596,0.397,0.035,0.329,0.829,0.607,0.438,0.786,0.139
10377,0.111,0.5414,0.253,0.302,0.328,0.645,0.88,0.551,0.228,0.248
9878,0.656,0.4958,0.75,0.756,0.437,0.306,0.44,0.202,0.285,0.933
2773,0.374,0.412,0.639,0.153,0.165,0.417,0.919,0.483,0.318,0.919
13026,0.893,0.105,0.898,0.038,0.172,0.784,0.07,0.374,0.675,0.309
12948,0.811,0.58,0.66,0.844,0.78,0.877,0.056,0.005,0.546,0.559
25105,0.536,0.5758,0.92,0.46,0.363,0.925,0.361,0.194,0.965,0.667
1987,0.32,0.5614,1.0,0.686,0.562,0.082,0.981,0.106,0.501,0.667
29546,0.267,0.769,0.58,0.634,0.819,0.51,0.713,0.144,0.432,0.631
35440,0.762,0.6038,0.279,0.157,0.693,0.477,0.707,0.524,0.301,0.528
16260,0.48,0.982,0.388,0.454,0.864,0.299,0.113,0.935,0.458,0.607
25464,0.326,0.259,0.366,0.189,0.057,0.353,0.554,0.87,0.377,0.005
9175,0.049,0.534,0.977,0.717,0.915,0.605,0.783,0.047,0.528,0.252
31508,0.231,0.304,0.932,0.598,0.872,0.02,0.026,0.151,0.851,0.267
40259,0.387,0.118,0.427,0.832,0.985,0.523,0.964,0.861,0.892,0.181
25901,0.472,0.208,0.058,0.043,0.887,0.491,0.617,0.407,0.657,0.235
19309,0.072,0.5241999999999999,0.066,0.981,0.539,0.601,0.002,0.117,0.344,0.423
249,0.714,0.025,0.639,0.719,0.848,0.121,0.142,0.544,0.65,0.219
27790,0.066,0.737,0.725,0.781,0.937,0.822,0.782,0.136,0.302,0.56
28128,0.968,0.5349999999999999,0.046,0.799,0.598,0.765,0.366,0.61,0.713,0.474
34812,0.665,0.694,0.751,0.275,0.159,0.96,0.283,0.285,0.662,0.433
6589,0.664,0.306,0.281,0.889,0.092,0.183,0.398,0.889,0.165,0.598
13780,0.007,0.4194,0.102,0.068,0.335,0.372,0.817,0.354,0.554,0.905
11989,0.275,0.47240000000000004,0.213,0.756,0.533,0.579,0.646,0.967,0.311,0.2
627,0.605,0.112,0.382,0.521,0.916,0.493,0.45,0.651,0.48,0.744
36855,0.261,0.262,0.297,0.834,0.901,0.351,0.227,0.832,0.931,0.435
29523,0.065,0.631,0.81,0.731,0.864,0.764,0.183,0.638,0.983,0.578
28820,0.303,0.2782,0.246,0.336,0.72,0.539,0.496,0.152,0.044,0.73
23929,0.308,0.6326,0.406,0.452,0.293,0.643,0.727,0.571,0.473,0.42
