,ln(VOTES/POP),POP,EDUCATION,HOUSES,INCOME,XCOORD
1386,-0.61847,9.71396,9.008469,8.786151,,-89472078.0
1845,-0.551166,11.659516,11.070693,10.554797,,-74257640.0
2367,-0.218303,8.00236,6.946976,7.13966,9.754001,-99223900.0
2132,-0.726385,10.255833,9.362117,9.294222,,-94701145.0
1599,-0.52113,8.525161,7.981392,7.418781,,-112941271.0
2447,-0.672947,9.738377,8.694167,8.784315,,-85610305.0
2545,-0.709385,11.527321,11.001333,10.427032,,-97117642.0
701,-0.507217,10.349999,9.646335,9.335739,,-87419017.0
2025,-0.503088,10.540276,10.025263,9.496872,,-83007427.0
2753,-0.159475,7.957177,7.582738,7.031741,10.330942,-111579140.0
921,-0.408811,8.409831,7.873598,7.561642,10.438196,-98767324.0
1424,-0.621121,10.753019,10.131738,9.798905,,-89946198.0
1708,-0.345838,6.562444,6.028279,5.537334,8.536996,-98525297.0
905,-0.367769,7.823646,7.297091,6.946014,9.993511,-101146684.0
454,-0.844092,8.471149,7.41698,7.437206,10.375739,-84729419.0
2898,-0.741052,9.248599,8.812248,8.140898,11.796253,-77485372.0
2353,-0.278071,7.731053,7.051856,6.810142,9.529448,-97788912.0
2390,-0.639061,10.794707,10.160453,9.779454,,-84197066.0
1910,-0.887605,9.79846,8.814182,8.642062,11.728496,-77102793.0
167,-0.510633,11.304313,10.797737,10.132534,,-123911969.0
730,-0.532732,12.076323,11.463777,11.062081,,-86287560.0
2240,-0.590979,12.057306,11.437048,10.898941,,-75610116.0
1310,-0.378978,10.182369,9.53669,9.150909,12.370107,-95008118.0
2384,-0.282771,8.519191,7.877776,7.541683,10.515967,-99883842.0
26,-0.788586,10.185654,9.321971,9.168685,12.173069,-87162695.0
2749,-0.325373,9.287764,8.797397,8.272826,11.401837,-113276939.0
1652,-0.44151,7.451822,6.848005,6.483107,9.400051,-98982410.0
1622,-0.369197,8.558719,7.989221,7.587311,10.643733,-98062779.0
587,-0.456277,8.607034,7.674153,7.70391,10.656271,-88229386.0
1401,-0.730092,10.90051,10.188629,9.771954,,-88660578.0
997,-0.60185,10.135432,9.290629,9.224539,,-88649823.0
1176,-0.756341,11.329784,10.622863,10.149449,13.547666,-77814495.0
1700,-0.561352,8.371705,7.779049,7.421178,,-97190405.0
1040,-0.599468,8.817446,7.546446,7.867871,,-85629652.0
33,-0.590316,9.269458,8.284504,8.300777,,-85239835.0
1951,-0.361764,9.290537,8.297294,8.339979,11.122117,-82310012.0
2982,-0.620044,10.295124,9.628985,9.32919,,-80671747.0
1379,-0.484105,9.268421,8.268219,8.386173,,-89551947.0
41,-0.862509,10.364324,9.487745,9.334415,12.455515,-86981426.0
1876,-1.089915,10.818037,10.007082,9.590898,12.902696,-77082063.0
2218,-0.720475,10.589837,9.886596,9.64368,,-75702118.0
2271,-0.67515,9.798516,9.252058,8.837391,,-76019577.0
2700,-0.3469,6.72022,5.918894,5.627621,9.060447,-101045062.0
2243,-0.796409,11.273894,10.581343,10.209132,13.526058,-76457436.0
1952,-0.277975,7.848934,7.312553,6.910751,9.953087,-102534333.0
1933,-0.683027,10.45743,9.496646,9.380336,,-78368650.0
609,-0.518684,10.163272,9.590966,9.077837,,-89299772.0
1132,-0.419089,10.390656,9.349754,9.402447,12.597726,-92309156.0
28,-0.674263,9.497322,8.496582,8.534247,,-87735378.0
441,-0.709974,10.145296,9.187993,9.057189,,-82929510.0
665,-0.473214,10.144707,9.687009,9.158942,,-86468727.0
2242,-0.679817,11.281762,10.635447,10.273809,,-80334616.0
493,-0.357458,8.385261,7.361375,7.457609,10.267714,-83739078.0
1258,-0.360335,9.363405,8.655389,8.515392,11.316862,-84130574.0
1301,-0.294543,10.211046,9.628129,9.268609,12.4875,-92722337.0
2631,-0.874176,9.625492,8.620111,8.633019,11.560009,-96583032.0
2451,-0.588138,9.89968,8.779711,8.955964,,-84250833.0
1382,-0.326233,8.647168,7.745868,7.762596,10.488548,-90898055.0
1304,-0.298772,9.456028,8.844192,8.527935,11.601678,-91491156.0
236,-0.549345,9.689799,9.263123,8.570544,,-107896925.0
551,-0.465207,9.277158,8.635687,8.33639,11.293475,-116757836.0
520,-0.281696,8.899458,8.57206,7.843064,11.27275,-113978437.0
2299,-0.8397,10.235772,9.351927,9.227591,12.351038,-79296224.0
1232,-0.487208,11.955314,11.388767,10.80995,,-85529871.0
1138,-0.955697,9.177714,8.130942,7.252054,10.775157,-91423426.0
1905,-0.863291,10.645401,9.808352,9.452816,12.68936,-77642804.0
720,-0.466923,9.364605,8.81195,8.481566,11.523351,-87207296.0
735,-0.67483,9.780698,9.234447,8.859079,,-85000493.0
2750,-0.235726,8.137103,7.669962,7.271009,10.271008,-112795948.0
1750,-0.519706,12.584238,12.196219,11.480619,,-74546877.0
58,-0.673573,10.728365,10.064883,9.759155,,-86654667.0
631,-0.401963,9.366147,8.853237,8.412499,11.781356,-88592941.0
1181,-0.460537,11.588256,11.03692,10.436671,13.808328,-73210683.0
2285,-0.975074,11.019367,10.280519,9.930957,13.169314,-79950279.0
592,-0.234511,8.278174,7.276556,7.383368,10.195635,-88265984.0
1303,-0.337282,13.470332,13.052784,12.333969,15.996164,-93474888.0
1387,-0.938592,11.604939,10.944806,10.387487,13.727292,-89090074.0
2710,-0.815195,11.028774,10.265349,9.880372,13.264491,-100457118.0
2726,-0.62975,8.546558,7.79111,7.632401,,-100267035.0
2260,-0.82833,10.096089,9.341193,9.040382,12.171699,-77076050.0
2696,-0.735498,11.420602,10.797287,10.366813,13.724846,-95271428.0
939,-0.506434,11.630397,11.190376,10.590441,,-95757807.0
3059,-0.346058,10.005051,9.317669,8.897819,12.189466,-92423203.0
1249,-0.394897,10.817476,10.346955,9.868016,13.292022,-84385966.0
904,-0.490843,8.70963,8.140316,7.826842,,-94840875.0
2636,-0.797834,11.923139,11.179981,10.696231,14.197977,-101819891.0
1279,-0.423274,9.906234,9.223158,8.976515,11.984752,-95668307.0
2488,-0.700127,9.230829,8.537976,8.30499,,-96987988.0
2980,-0.851602,10.394335,9.167015,9.410174,12.381986,-81648191.0
2206,-0.77976,10.796755,10.054146,9.720826,12.975482,-77217656.0
2473,-0.853267,10.001839,9.050876,8.916372,12.067391,-89757474.0
2553,-0.459788,7.173958,6.357842,6.230481,9.214432,-100300348.0
1142,-0.385581,11.970464,11.48731,10.834549,14.183268,-70331342.0
2467,-0.72182,10.299508,9.456732,9.348187,,-83520848.0
706,-0.551888,10.310119,9.599947,9.446203,,-86485156.0
2737,-0.711744,8.37609,7.329094,7.45008,,-99183083.0
1022,-0.951034,9.915218,8.747034,8.933268,11.845841,-82854623.0
745,-0.402976,8.735525,8.143227,7.761319,10.989386,-87355756.0
1546,-0.493864,8.625689,7.6774,7.727094,,-91403274.0
1939,-0.618964,9.743201,9.030735,8.794522,,-82797132.0
2443,-0.785655,10.299575,9.377717,9.329633,12.398819,-84618065.0
2121,-0.679583,8.100161,7.252762,7.233455,,-99844468.0
3051,-0.704303,7.545918,6.371612,6.36647,,-88699885.0
513,-0.94323,9.397484,8.371705,8.345218,11.387022,-83848158.0
81,-0.770769,9.756089,8.871786,8.676758,11.89379,-91376344.0
2758,-0.319525,9.116469,8.582981,8.223091,11.101085,-111575157.0
1308,-0.337321,9.200088,8.570734,8.237744,11.334672,-95156785.0
2585,-0.850298,14.337324,13.761183,13.090412,16.899039,-95392677.0
914,-0.489854,8.479076,7.957877,7.569928,,-96643488.0
1404,-0.736404,10.582739,9.863915,9.556409,12.704548,-88681207.0
1647,-0.378467,8.103797,7.496652,7.237778,10.154324,-98947494.0
2858,-0.541681,10.877405,10.362462,9.8794,,-80079453.0
1108,-0.525196,9.212638,8.203304,8.163371,,-91242787.0
150,-0.709885,10.454553,9.747652,9.485545,,-92594441.0
3050,-0.382576,9.046291,8.376321,8.163371,11.10682,-89393777.0
774,-0.464146,10.599181,10.070103,9.613803,12.923547,-90534271.0
329,-0.800861,11.412188,10.752463,10.453082,13.475865,-82059049.0
6,-0.573181,9.605351,8.644707,8.578288,,-86682302.0
943,-0.377985,8.376321,7.939515,7.525101,10.515425,-98719561.0
822,-0.460732,9.417598,8.804025,8.470102,11.64708,-95625507.0
734,-0.495004,9.612132,8.797851,8.696677,,-86647558.0
909,-0.45999,9.175542,8.624791,8.279951,11.318248,-96529168.0
468,-0.684382,8.721602,7.803435,7.727094,,-84386390.0
181,-0.645555,8.783243,8.389133,7.465083,,-118873970.0
164,-0.557187,11.060856,10.695122,9.994105,,-120527585.0
1523,-0.769202,9.722325,8.614683,8.531293,11.614733,-89783351.0
451,-0.817471,9.411811,8.382518,8.501673,11.445246,-83209780.0
2346,-0.408166,8.718827,8.159661,7.645398,10.864675,-103516358.0
490,-0.939386,10.165698,9.25894,9.067509,12.1904,-83918530.0
813,-0.485396,9.731394,9.098067,8.733272,,-92644966.0
1143,-0.454957,9.858229,9.288227,8.908965,11.946524,-70443625.0
1311,-0.303629,8.485909,7.869784,7.612337,10.574517,-96779888.0
2763,-0.459692,11.8232,11.197845,10.548284,13.941203,-111669709.0
1111,-0.748466,12.892152,12.146668,11.314109,15.098077,-89931355.0
2954,-0.531332,11.268967,10.750921,10.159292,,-121900129.0
1826,-0.602402,10.191932,9.534523,9.180912,,-78228812.0
1441,-0.446491,8.904359,8.018625,7.954723,10.820318,-89282406.0
2040,-0.63679,10.062242,9.340667,9.092007,,-83604085.0
1006,-0.743508,10.265662,9.519735,9.201602,12.559539,-87572799.0
1627,-0.512776,8.779711,8.24223,7.79111,,-96321473.0
1632,-0.430609,8.487352,8.015658,7.453562,10.734961,-101118780.0
1074,-0.476887,8.416046,6.897705,7.379632,,-83490428.0
578,-0.530926,9.554214,8.966101,8.59471,,-88222815.0
2181,-0.324148,8.663888,8.1665,7.692113,10.865956,-119003011.0
2431,-0.653816,8.494129,7.564238,7.54539,,-87713578.0
2349,-0.249616,8.363342,7.703459,7.427739,10.187463,-99178480.0
2997,-0.742035,11.011241,10.220995,10.06318,13.200017,-81255664.0
327,-0.597301,9.21144,8.198914,8.218518,,-83467226.0
1790,-0.406379,12.286472,11.731932,10.999179,14.591314,-73971738.0
442,-0.737884,8.943376,8.120589,7.892826,11.13345,-84137311.0
2752,-0.168748,8.588769,8.173293,7.722235,10.672136,-113104745.0
2007,-0.560876,10.396567,9.81482,9.380505,,-82272140.0
1858,-0.776836,10.252382,9.399306,9.255983,12.252784,-76844806.0
2252,-0.707641,9.423029,8.747193,8.311644,,-76662181.0
312,-0.881561,9.463043,8.477412,8.458716,11.556282,-81809276.0
832,-0.497131,9.239705,8.667852,8.273337,,-95103827.0
2460,-0.890655,10.489857,9.493713,9.334768,12.487715,-85496221.0
2183,-0.469281,9.336003,8.812099,8.283747,,-121639725.0
1414,-0.578947,9.558741,8.737453,8.654517,,-89118252.0
1201,-0.41823,10.353894,9.819889,9.475547,12.672523,-85311007.0
2400,-0.85809,9.590556,8.711937,8.676587,11.812652,-87079844.0
1499,-0.47718,9.985252,9.332027,9.026418,,-93784058.0
2195,-0.506287,12.970747,12.506951,11.79198,,-122414021.0
86,-0.704332,9.199279,8.281471,8.26359,,-92168367.0
2016,-0.680009,11.577026,10.95712,10.523042,,-83783722.0
1403,-0.51796,9.471858,8.489205,8.5781,,-89523199.0
3028,-0.403963,10.150504,9.36999,8.953123,12.171243,-91897593.0
2409,-0.617708,8.979417,7.978311,8.089176,,-88105680.0
2002,-0.601063,10.608415,10.023402,9.428431,,-101545197.0
1481,-0.591701,10.789051,9.953991,9.848239,,-91076131.0
777,-0.500698,8.777093,8.158802,7.849324,,-92410181.0
799,-0.395579,9.321166,8.771215,8.35538,11.584902,-92065664.0
1666,-0.371466,8.540519,8.076826,7.527794,10.767643,-98946238.0
1894,-0.955275,10.653889,9.647692,9.509852,12.616867,-78864479.0
54,-0.705433,9.914872,8.86517,8.748622,,-85938912.0
2448,-0.76219,9.566965,8.711608,8.53915,11.695247,-86766868.0
1287,-0.262819,9.613269,9.030376,8.73295,11.524103,-94321938.0
1920,-0.670812,8.914357,8.012018,8.027477,,-76667599.0
1667,-0.422017,8.800867,8.32288,7.847763,11.05016,-101662464.0
2679,-0.770002,9.191565,8.16877,8.109526,11.258691,-103682964.0
2236,-0.780212,10.321869,9.636523,9.290352,12.306416,-77978030.0
1701,-0.435511,8.637994,8.043021,7.752765,10.750471,-97594321.0
1245,-0.592652,10.884086,10.288852,9.663833,,-87604186.0
113,-0.456422,9.023167,8.25062,8.167636,10.849609,-91911006.0
2906,-0.729409,11.219266,10.398611,9.959962,,-76356410.0
987,-0.704682,8.41936,7.065613,7.473069,,-83097943.0
2234,-0.744731,9.092795,8.265907,8.167352,11.147239,-78109002.0
1394,-0.546623,9.352447,8.478868,8.470102,,-89120363.0
768,-0.454558,10.490302,9.977342,9.502338,12.786006,-93260936.0
285,-0.823414,11.128292,10.459927,10.002563,13.307498,-75503073.0
3068,-0.417891,10.331725,9.748236,9.352621,12.564446,-89943585.0
428,-0.67703,8.410276,7.197435,7.44132,,-85129214.0
722,-0.33793,9.184715,8.457868,8.339979,11.385024,-87233292.0
951,-0.431175,8.745762,8.102889,7.851661,10.787172,-97085905.0
989,-0.75303,11.934907,11.318819,10.587518,14.227488,-84459460.0
2892,-0.784962,8.522579,7.41216,7.532088,10.673943,-80917721.0
2106,-0.63663,11.464397,10.908082,10.307418,,-97328474.0
326,-0.376124,8.002694,7.074117,7.068172,9.91096,-84886906.0
1383,-0.512375,9.200492,8.402456,8.351139,,-88642721.0
1724,-0.819053,11.900518,11.470602,10.671557,14.424012,-119684644.0
1086,-0.481183,8.910856,7.950855,8.042056,,-92119655.0
341,-0.714688,10.497532,9.75121,9.580109,,-81740382.0
147,-0.586715,9.198673,8.408048,8.319717,,-94237697.0
2425,-0.755961,9.669915,8.690474,8.728264,11.621484,-88186344.0
1107,-0.52671,10.552813,9.766063,9.657267,,-90731033.0
848,-0.504874,11.180204,10.650199,10.165583,,-96036639.0
966,-0.72782,9.78431,9.004423,8.718991,,-84866034.0
2552,-0.78763,11.283864,10.549727,10.209906,13.704143,-102542114.0
661,-0.543953,12.229975,11.710997,11.218084,,-85064170.0
1002,-1.201472,11.039781,10.188742,9.672249,13.090639,-85963418.0
2616,-0.216783,6.759255,5.978886,5.752573,8.860215,-100770987.0
2608,-0.515522,8.114923,6.874198,7.080868,,-98678037.0
2751,-0.295287,7.809541,7.467942,6.938284,9.81033,-111893833.0
1879,-0.603493,9.23669,8.633553,8.327001,,-75726973.0
2917,-0.853577,9.65188,8.852236,8.321665,11.910069,-78175001.0
1203,-0.371927,8.984067,8.426393,8.101375,11.052587,-86247841.0
1990,-0.433382,9.575122,8.780941,8.403576,11.698326,-96951275.0
24,-0.708255,10.543998,9.520175,9.616472,,-85798731.0
2910,-0.675905,9.823199,9.127502,8.647519,,-80056418.0
2103,-0.648016,9.981282,9.16073,8.949884,,-94998885.0
2155,-0.591137,10.583093,9.913339,9.634235,,-96944952.0
2851,-0.693803,9.121072,8.297793,8.022241,,-77916362.0
875,-0.492476,8.008366,7.404888,7.179308,,-96244716.0
2792,-0.691867,8.451908,7.520776,7.475339,,-81126687.0
938,-0.638712,9.369564,8.77848,8.337827,,-100852323.0
2852,-0.801638,9.431803,8.279951,8.172164,11.276431,-78443070.0
3077,-0.311606,9.148997,8.572249,8.255049,11.186198,-91791144.0
385,-0.977074,11.523757,10.895349,10.387702,13.909737,-84357031.0
2599,-0.658036,7.442493,6.463029,6.177944,,-105374221.0
2950,-0.50201,9.854717,9.409519,8.960468,,-117852805.0
2392,-0.567085,9.29826,8.387085,8.420242,,-88071640.0
936,-0.495573,8.286269,7.835184,7.377759,,-100905893.0
2673,-0.620236,8.115222,7.072422,6.991177,,-104229258.0
3027,-0.417535,10.380187,9.803501,9.36246,12.548346,-91906262.0
1332,-0.36183,10.532976,9.849876,9.602112,12.585539,-95713534.0
1934,-1.159254,9.981282,9.023046,8.855949,12.074847,-79480268.0
935,-0.516516,10.476809,9.984192,9.477156,,-97647797.0
566,-0.466119,9.286375,8.647168,8.357728,11.539636,-90246834.0
1854,-0.495205,8.863899,7.765993,7.971086,,-81130166.0
2514,-0.621611,8.995165,8.257904,8.134761,,-99371110.0
1645,-0.427197,7.679251,7.049255,6.725034,9.760829,-101689773.0
2846,-0.647662,9.280146,8.181161,8.243283,,-78054668.0
1792,-1.073215,13.625877,12.756829,11.049031,15.647423,-73852624.0
1430,-0.926078,10.022914,8.887515,8.658172,11.834378,-90595008.0
2407,-0.654911,9.907928,8.92811,8.951311,,-84997337.0
1013,-0.70104,9.728539,8.694335,8.736329,,-82829564.0
1928,-1.010041,10.369577,9.421168,9.366404,12.417087,-79746604.0
2333,-0.084449,7.396335,6.672033,6.55108,9.112286,-100047744.0
126,-0.700012,10.166621,9.39599,9.163354,,-93880562.0
2170,-0.369336,9.358157,8.861492,8.405144,11.512585,-117673520.0
1347,-0.358875,9.87817,9.329811,8.910181,12.152445,-93768105.0
355,-0.710668,9.22926,8.156223,8.247482,,-82285580.0
827,-0.368198,9.01396,8.506132,8.034631,11.274211,-94678171.0
1639,-0.515043,8.882808,8.295049,7.774015,,-103135769.0
984,-0.549035,8.582044,7.186901,7.598399,,-85389014.0
362,-0.941134,10.233331,9.136586,9.231123,12.356276,-84839182.0
345,-0.519179,12.024455,11.609934,11.136966,,-82369354.0
2171,-0.42497,10.873888,10.308019,9.515617,13.09915,-123428048.0
2634,-0.509176,9.045584,8.394347,8.187021,,-98684898.0
711,-0.644881,10.213176,9.640498,9.169831,,-86048286.0
3046,-0.374223,9.827902,9.142383,8.896451,12.005051,-89732421.0
10,-0.623139,9.97124,9.018453,9.058121,,-86718688.0
2503,-0.725182,10.877481,10.199324,9.890909,,-94422660.0
2116,-0.606136,10.725863,10.18923,9.768126,,-97784521.0
1834,-0.714792,11.301982,10.558803,10.155102,,-75072951.0
793,-0.472018,9.674326,9.111845,8.703341,,-93241515.0
2863,-0.596899,9.920836,9.073833,8.938794,,-78568095.0
94,-0.654901,9.861936,9.006877,8.834337,,-93226530.0
129,-0.471352,8.663369,7.785305,7.772753,,-93660190.0
2323,-1.128819,11.216418,10.354149,10.158711,13.42972,-81182972.0
3007,-0.730198,9.017726,7.794823,8.073403,,-80434785.0
1900,-0.751496,10.984072,10.120331,10.000705,13.133392,-80872852.0
2481,-0.754796,10.12819,9.051931,9.040975,12.050342,-88716884.0
1932,-0.818303,10.55727,9.597506,9.565704,12.600982,-81919825.0
2227,-0.783485,12.052898,11.519096,10.926819,14.374089,-76786812.0
1865,-0.758428,10.771218,9.773379,9.788974,12.855707,-81546710.0
1658,-0.324751,8.072779,7.646354,7.185387,10.111274,-99398844.0
516,-0.387453,10.691695,10.190244,9.672249,12.989511,-112221908.0
1857,-0.699399,9.252346,8.327726,8.269757,,-81923096.0
1277,-0.232642,9.177714,8.563695,8.325791,11.066279,-93413732.0
950,-0.32719,7.270313,6.781058,6.359574,9.300821,-101754027.0
1120,-0.472942,10.096914,9.32919,9.091782,,-90356756.0
419,-0.959921,9.500245,8.422223,8.489822,11.381392,-84232937.0
922,-0.405352,8.393895,7.943428,7.527794,10.472997,-97652807.0
2281,-0.98532,11.456958,10.52581,10.471072,13.615997,-82638192.0
477,-0.716378,7.705713,6.72263,6.723832,,-84320463.0
2035,-0.563759,13.353558,12.71576,12.134716,,-84541524.0
2259,-0.618702,11.700367,10.983545,10.743804,,-76214305.0
1692,-0.602369,9.199482,8.59471,8.215006,,-97142311.0
2655,-0.66674,9.294222,8.582606,8.284757,,-101890081.0
1471,-0.447523,10.629513,10.051045,9.516427,12.915897,-92282300.0
1202,-0.421949,11.329591,10.680424,10.397299,13.665832,-83942726.0
1669,-0.477699,8.144389,7.604396,7.182352,,-103710823.0
2874,-0.838541,10.322033,9.218309,9.355739,12.43367,-82621677.0
1970,-0.226302,7.983781,7.131699,7.110696,9.810056,-101638779.0
2151,-0.580826,9.305196,8.676758,8.430981,,-96696887.0
820,-0.496351,9.204825,8.683724,8.256088,,-95156377.0
1997,-0.167506,7.7012,7.147559,6.75227,9.975343,-97718683.0
2969,-0.656457,10.203555,9.407879,9.236398,,-80450076.0
1248,-0.443515,9.815039,9.241161,8.918918,11.89364,-87525018.0
2757,-0.569043,8.771525,7.985825,7.724005,,-109805024.0
2708,-0.550131,7.361375,6.563856,6.526495,,-99214984.0
1046,-0.775576,8.538172,7.506042,7.472501,10.485284,-84013511.0
1888,-0.609408,8.760453,7.734996,7.731053,,-76703036.0
615,-0.546654,11.442578,10.871744,10.466384,,-88961299.0
1318,-0.327949,9.793784,9.100414,8.732788,11.945292,-95840408.0
2986,-0.600507,10.094521,8.945854,9.037415,,-82135768.0
2136,-0.620264,9.547312,8.842027,8.636752,,-97440429.0
2548,-0.740747,8.849371,7.596894,7.780303,10.705063,-99749168.0
1772,-0.247506,9.394161,9.227689,8.440096,12.121435,-106308527.0
3055,-0.295507,10.028621,9.522447,9.102087,12.170492,-89524257.0
131,-0.291703,8.593969,7.652071,7.710653,10.224302,-93223087.0
77,-0.962896,11.0173,10.22205,9.904387,13.087869,-111346897.0
2052,-0.562904,12.724491,12.114566,11.650685,,-83497155.0
724,-0.477604,9.81493,9.179366,8.86305,,-87861290.0
1314,-0.288295,9.132054,8.64541,8.230577,11.542873,-91387847.0
1851,-0.610766,9.644846,9.025215,8.68186,,-77104974.0
2382,-0.156758,7.203406,6.706862,6.249975,9.150059,-100130900.0
2576,-0.725904,11.165592,10.527445,10.083557,,-94810546.0
1372,-0.636342,9.389239,8.448914,8.405144,,-88948026.0
1855,-0.90371,9.769728,8.838407,8.739376,11.726277,-80102273.0
1319,-0.386676,9.936342,9.305832,8.995661,12.176155,-94271264.0
2975,-0.778566,9.970539,9.186969,8.90883,12.133631,-77863627.0
3039,-0.453595,10.763081,10.144903,9.682467,13.045621,-88780296.0
375,-0.77785,8.569786,7.518064,7.41698,10.475371,-82074981.0
1908,-0.524506,9.632925,8.857657,8.771525,,-83420551.0
333,-0.643801,11.248478,10.734917,10.064756,,-86593016.0
2337,-0.387962,9.597302,9.006999,8.561784,11.741041,-97178708.0
2387,-0.328036,8.513386,7.899524,7.570959,10.536062,-100027351.0
1604,-0.591105,8.735204,8.193953,7.67601,,-106724398.0
1118,-0.601487,9.769442,8.894807,8.864464,,-93558150.0
2928,-0.669845,10.059251,9.50547,8.931155,,-118904770.0
1943,-0.749103,12.312655,11.738921,11.086181,14.658549,-78650425.0
2347,-0.183606,7.756623,7.13966,6.857514,9.574011,-99149587.0
2746,-0.36012,8.789355,8.254009,7.864804,11.120105,-110690249.0
1342,-0.467243,10.40402,9.700147,9.295967,12.568627,-93297478.0
320,-0.547852,8.876545,8.037866,7.876259,,-83896458.0
1619,-0.167054,5.932245,5.521461,4.820282,8.127109,-101696308.0
2535,-0.53702,7.680637,6.682109,6.700731,,-100274555.0
2060,-0.642869,9.402695,8.736811,8.485703,,-81079816.0
1673,-0.229096,6.51323,6.068426,5.545177,8.37586,-100476018.0
1942,-0.956282,10.143764,9.127285,8.95944,12.118874,-78405165.0
260,-0.287499,8.201386,7.886833,7.27448,10.541069,-105713562.0
2440,-0.683582,8.787983,7.912057,7.758761,,-87494841.0
2039,-0.535822,9.884967,9.267193,8.925188,,-84068597.0
689,-0.487262,10.293027,9.816731,9.346094,,-85771030.0
901,-0.255933,7.477038,7.038784,6.605298,9.733351,-100465793.0
2026,-0.608288,10.932785,10.361956,9.907828,,-82614102.0
138,-0.669144,10.232252,9.451638,9.194821,,-93035762.0
1917,-0.844859,9.678467,8.4659,8.573006,11.535851,-77397564.0
1828,-0.623114,10.705041,10.026634,9.573315,,-75035377.0
1573,-0.286901,7.846981,7.204893,6.912743,10.118357,-104411006.0
319,-0.664861,10.22452,9.349754,9.220885,,-85212767.0
653,-0.330866,9.495895,8.644178,8.643121,11.64211,-88423477.0
2137,-0.752716,10.091625,9.18338,9.118225,12.006621,-94766327.0
2408,-0.712664,12.788662,12.150163,11.5341,,-86784641.0
558,-0.485486,10.85638,10.223976,9.847605,,-91194609.0
2187,-0.48001,10.630045,10.149996,9.613403,,-121646636.0
112,-0.659927,9.976877,9.11504,9.011889,,-91566218.0
531,-0.492013,8.861634,8.309677,7.893572,,-115657640.0
224,-0.418784,8.49964,7.65112,7.541152,10.150465,-106194112.0
723,-0.556327,11.310307,10.785725,10.304844,,-87070626.0
2516,-0.6013,8.794976,7.96137,7.843064,,-94978874.0
2663,-0.581071,8.7977,8.176673,7.806289,,-100814586.0
1433,-0.563822,9.47616,8.505525,8.520587,,-88908310.0
2415,-0.723389,10.037188,9.169623,9.020752,,-86097176.0
2483,-0.631231,10.588023,10.067942,9.626152,,-86899195.0
1458,-0.3985,8.747511,8.137396,7.895808,10.793516,-93978765.0
2872,-0.760339,10.415173,9.421006,9.434204,12.49491,-81961173.0
846,-0.38787,9.164192,8.603371,8.195058,11.362509,-93725049.0
193,-0.794703,13.239903,12.778599,11.520755,15.654582,-122554783.0
1464,-0.591982,10.451204,9.920541,9.49597,,-94354488.0
946,-0.539988,9.798738,9.264544,8.885303,,-97475353.0
2021,-0.579286,10.470448,9.869776,9.488881,,-82923687.0
1629,-0.592791,9.556975,9.069353,8.611594,,-96139040.0
117,-0.613954,8.850374,7.813592,7.908019,,-93610593.0
645,-0.4394,8.565031,8.029107,7.601402,10.864465,-89794915.0
1870,-0.620279,10.10863,9.280799,9.150909,,-79257916.0
3,-0.63907,9.273691,8.183118,8.277412,,-87126855.0
74,-0.722434,10.628618,10.128709,9.696094,,-113753337.0
1755,-0.622325,11.275505,10.847919,10.314769,,-74690791.0
467,-0.979195,8.98055,8.039802,7.99362,10.884779,-82215188.0
5,-0.226367,8.863474,7.78904,7.826842,10.644734,-85717786.0
1246,-0.436635,9.852036,9.271153,8.936035,12.00305,-86500311.0
919,-0.373614,8.527539,7.990577,7.611348,10.637753,-99898888.0
228,-0.507221,9.63711,9.118444,8.723231,,-107861186.0
1063,-0.622773,8.318986,7.223296,7.281386,,-85323100.0
242,-0.207344,7.172425,6.715383,6.049733,9.456263,-106338973.0
2365,-0.285283,7.823246,7.195187,6.821107,9.820323,-99849729.0
1160,-0.894019,9.713537,8.791942,8.713418,11.832164,-75831930.0
2605,-0.722449,9.958165,9.133243,9.034796,,-94026774.0
1526,-0.614345,10.129666,9.29826,8.976515,,-91793382.0
1605,-0.409209,8.703009,8.180881,7.8018,10.776933,-115131116.0
2884,-0.536019,9.398644,8.830397,8.395477,,-77398786.0
2413,-0.831306,9.712448,8.640119,8.575273,11.581434,-89413304.0
2637,-0.670983,8.634443,7.611842,7.553811,,-101815569.0
1989,-0.309829,7.828436,7.284135,6.942157,9.936632,-101657777.0
2438,-0.85763,9.744316,8.65382,8.599694,11.624673,-89634774.0
1975,-0.276494,7.80751,6.745236,6.974479,9.693013,-99476773.0
1761,-0.597857,9.133675,8.516993,8.1277,,-104638170.0
1305,-0.269374,9.195227,8.613594,8.318498,11.196268,-94913568.0
1541,-0.376092,13.467648,12.983343,12.449634,16.010072,-90442766.0
622,-0.403415,9.022081,8.474077,8.051978,11.37341,-89799737.0
2399,-0.706009,10.508404,9.570041,9.54302,,-82128917.0
1493,-0.579806,13.035419,12.493553,11.915774,,-94343813.0
110,-0.56705,9.855924,9.082621,8.941284,,-92945112.0
2350,-0.225189,7.5148,6.977281,6.603944,9.529376,-101532194.0
1169,-0.696789,9.445729,8.61722,8.37908,,-76095366.0
2549,-0.505834,8.049108,7.24065,7.087574,,-100811225.0
232,-0.58273,9.251098,8.859079,7.997327,,-106703546.0
66,-0.59789,9.638154,8.622094,8.711443,,-87373481.0
2805,-0.788395,9.677841,8.819961,8.587652,11.856288,-77956946.0
2072,-0.590033,10.187199,9.576094,9.218904,,-84652255.0
